,,Site LCOE ($/MWh),Transmission LCOE ($/MWh),Site LCOE + Trans LCOE,,Capital Cost Transmission ($/MW),,,Net Capacity Factor,Grid Feature Connection,Resource Class,Capacity (MW),Onshore Distance,Distance from Point to Grid,Area (sq.km),,,ReEDS Demand Region
gid,line_join_gid,site_lcoe,trans_lcoe,full_lcoe,subjoin,cap_cost_trans,transmission_multiplier,region_sub_cost_mult,ncf,category,re_class,capacity,onshore_dist,dist_mi,sq_km,lat,lon,demreg
4281,35231,0.107479215,12.50181652,13.57660867,-999,215582.7024,1,1,0.192913562,PCALoadCen,13,11.664,51.39793533,51.39793533,0.3645,-846229.324,-1771737.13,451
4282,35231,0.107311919,12.78769646,13.86081565,-999,220855.9855,1,1,0.193214104,PCALoadCen,13,5.9616,52.74247464,52.74247464,0.1863,-846229.324,-1768857.13,451
4283,35231,0.106343277,13.29438575,14.35781852,-999,231698.392,1,1,0.194974005,PCALoadCen,13,2.0736,55.5069842,55.5069842,0.0648,-846229.324,-1763097.13,451
4284,35231,0.107532077,13.76500083,14.84032159,-999,237253.1482,1,1,0.192822501,PCALoadCen,13,189.9936,56.92329123,56.92329123,5.9373,-846229.324,-1760217.13,451
4285,35231,0.107431211,14.07885753,15.15316963,-999,242888.3315,1,1,0.193001732,PCALoadCen,13,263.8656,58.36010491,58.36010491,8.2458,-846229.324,-1757337.13,451
4286,35231,0.107278854,14.38948335,15.46227188,-999,248598.1462,1,1,0.193274543,PCALoadCen,13,264.9024,59.81594752,59.81594752,8.2782,-846229.324,-1754457.13,451
4287,35231,0.107211083,14.71475904,15.78686987,-999,254377.2741,1,1,0.193395838,PCALoadCen,13,265.4208,61.28946306,61.28946306,8.2944,-846229.324,-1751577.13,451
4288,35231,0.106995814,15.02254975,16.09250789,-999,260220.8347,1,1,0.193785101,PCALoadCen,13,254.5344,62.77940711,62.77940711,7.9542,-846229.324,-1748697.13,451
4289,35231,0.107082717,15.37583435,16.44666152,-999,266124.3478,1,1,0.193627879,PCALoadCen,13,246.7584,64.28463739,64.28463739,7.7112,-846229.324,-1745817.13,451
4290,35231,0.107139528,15.72849663,16.7998919,-999,272083.6994,1,1,0.193525091,PCALoadCen,13,250.128,65.80410491,65.80410491,7.8165,-846229.324,-1742937.13,451
4291,35231,0.107004136,16.05569471,17.12573607,-999,278095.1095,1,1,0.193769857,PCALoadCen,13,198.0288,67.33684587,67.33684587,6.1884,-846229.324,-1740057.13,451
4292,35231,0.107035913,16.41043062,17.48078975,-999,284155.1029,1,1,0.193712413,PCALoadCen,13,96.4224,68.88197423,68.88197423,3.0132,-846229.324,-1737177.13,451
4293,35231,0.106866084,16.7363625,17.80502334,-999,290260.4825,1,1,0.194021031,PCALoadCen,13,32.4,70.43867479,70.43867479,1.0125,-846229.324,-1734297.13,451
4294,35231,0.106748469,17.07204395,18.13952864,-999,296408.3048,1,1,0.194234699,PCALoadCen,13,13.2192,72.00619703,72.00619703,0.4131,-846229.324,-1731417.13,451
4295,35231,0.10668277,17.41756101,18.48438871,-999,302595.8572,1,1,0.194355845,PCALoadCen,13,22.5504,73.58384936,73.58384936,0.7047,-846229.324,-1728537.13,451
4296,35231,0.10694924,17.82046613,18.88995853,-999,308820.6383,1,1,0.193869382,PCALoadCen,13,115.0848,75.17099397,75.17099397,3.5964,-846229.324,-1725657.13,451
4297,35231,0.107308321,18.24272644,19.31580965,-999,315080.3391,1,1,0.193220645,PCALoadCen,13,135.0432,76.7670421,76.7670421,4.2201,-846229.324,-1722777.13,451
4298,35231,0.107424878,18.62725203,19.7015008,-999,321372.8261,1,1,0.19301112,PCALoadCen,13,249.8688,78.37144979,78.37144979,7.8084,-846229.324,-1719897.13,451
4299,37648,0.107528664,18.6266121,19.70189874,-999,321051.2845,1,1,0.192824632,PCALoadCen,13,2.592,78.28946571,78.28946571,0.081,-846229.324,-1717017.13,451
4300,37648,0.107052572,23.54101406,24.61153978,-999,407561.288,1,1,0.193682209,PCALoadCen,13,13.4784,100.3470903,100.3470903,0.4212,-846229.324,-1573017.13,406
4301,37648,0.107094117,23.82181887,24.89276004,-999,412262.7317,1,1,0.193607032,PCALoadCen,13,227.3184,101.5458265,101.5458265,7.1037,-846229.324,-1570137.13,406
4302,37648,0.10714554,24.10894068,25.18039608,-999,417031.5637,1,1,0.193514168,PCALoadCen,13,265.4208,102.7617449,102.7617449,8.2944,-846229.324,-1567257.13,406
4303,37648,0.10708461,24.37449706,25.44534315,-999,421865.4202,1,1,0.193624467,PCALoadCen,13,264.6432,103.9942428,103.9942428,8.2701,-846229.324,-1564377.13,406
4304,37648,0.106955081,24.62758552,25.69713633,-999,426762.0167,1,1,0.193858966,PCALoadCen,13,264.9024,105.2427376,105.2427376,8.2782,-846229.324,-1561497.13,406
4305,37648,0.106950246,24.91255628,25.98205874,-999,431719.1469,1,1,0.19386749,PCALoadCen,13,264.384,106.5066667,106.5066667,8.262,-846229.324,-1558617.13,406
4306,37648,0.106986083,25.21041503,26.28027586,-999,436734.6813,1,1,0.193802625,PCALoadCen,13,263.8656,107.7854873,107.7854873,8.2458,-846229.324,-1555737.13,406
4307,37648,0.106877893,25.47738956,26.54616849,-999,441806.5657,1,1,0.193998873,PCALoadCen,13,263.088,109.0786756,109.0786756,8.2215,-846229.324,-1552857.13,406
4308,37648,0.106921144,25.78338357,26.85259501,-999,446932.8197,1,1,0.193920761,PCALoadCen,13,264.6432,110.3857266,110.3857266,8.2701,-846229.324,-1549977.13,406
4309,37648,0.10717988,26.14530199,27.21710079,-999,452111.5348,1,1,0.193452299,PCALoadCen,13,207.6192,111.7061537,111.7061537,6.4881,-846229.324,-1547097.13,406
4310,37648,0.107543796,26.84353075,27.91896871,-999,462619.0626,1,1,0.192799479,PCALoadCen,13,118.4544,114.3852786,114.3852786,3.7017,-846229.324,-1541337.13,406
4311,37648,0.10793113,26.63300648,27.71231778,-999,457340.8725,1,1,0.192106381,PCALoadCen,13,76.9824,113.0394881,113.0394881,2.4057,-846229.324,-1544217.13,406
4312,37648,0.107418738,27.12111715,28.19530453,-999,467944.4011,1,1,0.193022817,PCALoadCen,13,261.0144,115.7430905,115.7430905,8.1567,-846229.324,-1538457.13,406
4313,37648,0.107443683,27.43881257,28.5132494,-999,473315.248,1,1,0.192977712,PCALoadCen,13,265.1616,117.1125059,117.1125059,8.2863,-846229.324,-1535577.13,406
4314,37648,0.107607618,27.79501595,28.87109213,-999,478730.0255,1,1,0.192684025,PCALoadCen,13,265.1616,118.4931223,118.4931223,8.2863,-846229.324,-1532697.13,406
4315,37648,0.107213914,28.0090775,29.08121665,-999,484187.2159,1,1,0.1933911,PCALoadCen,13,265.1616,119.8845528,119.8845528,8.2863,-846229.324,-1529817.13,406
4316,37648,0.10773094,28.46334897,29.54065837,-999,489685.3594,1,1,0.192465588,PCALoadCen,13,265.1616,121.2864251,121.2864251,8.2863,-846229.324,-1526937.13,406
4317,37648,0.107954368,28.84533818,29.92488186,-999,495223.0524,1,1,0.192064539,PCALoadCen,13,265.1616,122.6983815,122.6983815,8.2863,-846229.324,-1524057.13,406
4318,37648,0.108363695,29.93911361,31.02275057,-999,512060.1891,1,1,0.191339239,PCALoadCen,13,89.9424,126.9913792,126.9913792,2.8107,-846229.324,-1515417.13,406
4319,37648,0.107810929,29.13136364,30.20947293,-999,500798.9451,1,1,0.192320049,PCALoadCen,13,264.9024,124.1200778,124.1200778,8.2782,-846229.324,-1521177.13,406
4320,37648,0.10833472,29.60090715,30.68425435,-999,506411.7399,1,1,0.191390648,PCALoadCen,13,115.8624,125.551183,125.551183,3.6207,-846229.324,-1518297.13,406
4321,37648,0.108151518,30.21217379,31.29368897,-999,517743.0934,1,1,0.191714212,PCALoadCen,13,64.5408,128.4403604,128.4403604,2.0169,-846229.324,-1512537.13,406
4322,37648,0.108479448,30.63766428,31.72245876,-999,523459.2999,1,1,0.191138968,PCALoadCen,12,62.208,129.8978327,129.8978327,1.944,-846229.324,-1509657.13,406
4323,37648,0.108479448,30.63766428,31.72245876,-999,523459.2999,1,1,0.191138968,PCALoadCen,13,199.3248,129.8978327,129.8978327,6.2289,-846229.324,-1509657.13,406
4324,37648,0.109491803,31.26373743,32.35865545,-999,529207.6999,1,1,0.189368278,PCALoadCen,12,260.496,131.3635135,131.3635135,8.1405,-846229.324,-1506777.13,406
4325,37648,0.109491803,31.26373743,32.35865545,-999,529207.6999,1,1,0.189368278,PCALoadCen,13,1.296,131.3635135,131.3635135,0.0405,-846229.324,-1506777.13,406
4326,37648,0.108478233,31.312568,32.39735033,-999,534987.228,1,1,0.19113785,PCALoadCen,12,13.2192,132.8371311,132.8371311,0.4131,-846229.324,-1503897.13,406
4327,37648,0.108478233,31.312568,32.39735033,-999,534987.228,1,1,0.19113785,PCALoadCen,13,252.2016,132.8371311,132.8371311,7.8813,-846229.324,-1503897.13,406
4328,37648,0.108425558,31.63740978,32.72166536,-999,540796.8595,1,1,0.191229641,PCALoadCen,13,265.4208,134.3184241,134.3184241,8.2944,-846229.324,-1501017.13,406
4329,37648,0.108332932,31.95164015,33.03496947,-999,546635.6095,1,1,0.191393301,PCALoadCen,13,265.1616,135.8071416,135.8071416,8.2863,-846229.324,-1498137.13,406
4330,37648,0.108177766,32.24834503,33.33012269,-999,552502.5307,1,1,0.191667646,PCALoadCen,13,265.4208,137.303042,137.303042,8.2944,-846229.324,-1495257.13,406
4331,37648,0.108060442,32.55701531,33.63761973,-999,558396.7124,1,1,0.191875815,PCALoadCen,13,171.8496,138.805893,138.805893,5.3703,-846229.324,-1492377.13,406
4332,37648,0.108084157,32.90938726,33.99022883,-999,564317.2786,1,1,0.191833973,PCALoadCen,13,248.0544,140.3154713,140.3154713,7.7517,-846229.324,-1489497.13,406
4333,37648,0.10812261,33.26795454,34.34918064,-999,570263.3869,1,1,0.19176589,PCALoadCen,13,243.3888,141.8315622,141.8315622,7.6059,-846229.324,-1486617.13,406
4334,37648,0.108244352,33.65388281,34.73632633,-999,576234.227,1,1,0.191551626,PCALoadCen,12,30.3264,143.3539589,143.3539589,0.9477,-846229.324,-1483737.13,406
4335,37648,0.108244352,33.65388281,34.73632633,-999,576234.227,1,1,0.191551626,PCALoadCen,13,197.2512,143.3539589,143.3539589,6.1641,-846229.324,-1483737.13,406
4336,37648,0.108325392,34.02940007,35.11265399,-999,582229.0191,1,1,0.191408634,PCALoadCen,12,59.616,144.8824628,144.8824628,1.863,-846229.324,-1480857.13,406
4337,37648,0.108325392,34.02940007,35.11265399,-999,582229.0191,1,1,0.191408634,PCALoadCen,13,205.8048,144.8824628,144.8824628,6.4314,-846229.324,-1480857.13,406
4338,37648,0.108661763,34.84223505,35.92885268,-999,594287.4872,1,1,0.190815017,PCALoadCen,12,192.3264,147.957034,147.957034,6.0102,-846229.324,-1475097.13,406
4339,37648,0.108661763,34.84223505,35.92885268,-999,594287.4872,1,1,0.190815017,PCALoadCen,13,72.576,147.957034,147.957034,2.268,-846229.324,-1475097.13,406
4340,37238,0.10914322,35.04659634,36.13802854,-999,595132.7868,1,1,0.189972177,PCALoadCen,12,232.2432,148.1725616,148.1725616,7.2576,-846229.324,-1466457.13,406
4341,37238,0.109164231,35.15921613,36.25085843,-999,596930.2801,1,1,0.18993561,PCALoadCen,12,265.4208,148.630872,148.630872,8.2944,-846229.324,-1469337.13,406
4342,37238,0.108975656,35.20870941,36.29846597,-999,598806.4884,1,1,0.190264761,PCALoadCen,12,265.4208,149.1092525,149.1092525,8.2944,-846229.324,-1472217.13,406
4343,37648,0.108274505,34.36532107,35.44806611,-999,588247.0131,1,1,0.1914967,PCALoadCen,12,14.256,146.4168825,146.4168825,0.4455,-846229.324,-1477977.13,406
4344,37648,0.108274505,34.36532107,35.44806611,-999,588247.0131,1,1,0.1914967,PCALoadCen,13,251.1648,146.4168825,146.4168825,7.8489,-846229.324,-1477977.13,406
4345,37238,0.109137602,34.94363577,36.03501179,-999,593414.741,1,1,0.189981893,PCALoadCen,12,59.8752,147.7345082,147.7345082,1.8711,-846229.324,-1463577.13,406
4346,35231,0.118306279,10.08034572,11.26340851,-999,157918.2534,1,1,0.175258413,PCALoadCen,11,80.8704,36.69511816,36.69511816,2.5272,-849109.324,-1843737.13,451
4347,35231,0.115876779,9.760508904,10.91927669,-999,156113.6271,1,1,0.17893295,PCALoadCen,12,226.2816,36.23498907,36.23498907,7.0713,-849109.324,-1837977.13,451
4348,35231,0.11801324,9.986676429,11.16680883,-999,156846.4646,1,1,0.175701603,PCALoadCen,11,201.1392,36.42184206,36.42184206,6.2856,-849109.324,-1840857.13,451
4349,35231,0.11801324,9.986676429,11.16680883,-999,156846.4646,1,1,0.175701603,PCALoadCen,12,27.7344,36.42184206,36.42184206,0.8667,-849109.324,-1840857.13,451
4350,35231,0.114600033,9.624611189,10.77061151,-999,155683.4133,1,1,0.180959389,PCALoadCen,12,95.904,36.12529661,36.12529661,2.997,-849109.324,-1832217.13,451
4351,35231,0.115837507,9.732840182,10.89121525,-999,155724.9992,1,1,0.178994924,PCALoadCen,12,199.3248,36.13589986,36.13589986,6.2289,-849109.324,-1835097.13,451
4352,35231,0.112977482,9.507416789,10.63719161,-999,155989.1743,1,1,0.183549792,PCALoadCen,12,70.7616,36.20325709,36.20325709,2.2113,-849109.324,-1829337.13,451
4353,35231,0.112405092,9.499976718,10.62402763,-999,156640.0485,1,1,0.184460014,PCALoadCen,12,42.768,36.36921176,36.36921176,1.3365,-849109.324,-1826457.13,451
4354,35231,0.112381384,9.558113675,10.68192751,-999,157631.3443,1,1,0.184498295,PCALoadCen,12,60.912,36.62196438,36.62196438,1.9035,-849109.324,-1823577.13,451
4355,35231,0.111580752,9.569531375,10.68533889,-999,158956.0778,1,1,0.185826838,PCALoadCen,12,95.3856,36.95973428,36.95973428,2.9808,-849109.324,-1820697.13,451
4356,35231,0.110843658,9.60507156,10.71350814,-999,160605.2105,1,1,0.187060028,PCALoadCen,12,61.1712,37.38021686,37.38021686,1.9116,-849109.324,-1817817.13,451
4357,35231,0.110396609,9.683350298,10.78731639,-999,162567.94,1,1,0.187815413,PCALoadCen,12,24.1056,37.88065784,37.88065784,0.7533,-849109.324,-1814937.13,451
4358,35231,0.109165557,10.02549054,11.11714611,-999,170210.1112,1,1,0.189933553,PCALoadCen,12,22.5504,39.82919714,39.82919714,0.7047,-849109.324,-1806297.13,451
4359,35231,0.109848239,9.769292137,10.86777452,-999,164832.0247,1,1,0.18875587,PCALoadCen,12,4.4064,38.45793593,38.45793593,0.1377,-849109.324,-1812057.13,451
4360,35231,0.109238699,9.865635384,10.95802237,-999,167384.1203,1,1,0.189806536,PCALoadCen,12,17.8848,39.10864872,39.10864872,0.5589,-849109.324,-1809177.13,451
4361,35231,0.108946346,10.18670367,11.27616712,-999,173295.4209,1,1,0.190316036,PCALoadCen,12,5.9616,40.61586459,40.61586459,0.1863,-849109.324,-1803417.13,451
4362,35231,0.108589515,10.34846555,11.4343607,-999,176625.2909,1,1,0.190940872,PCALoadCen,12,2.592,41.46488804,41.46488804,0.081,-849109.324,-1800537.13,451
4363,35231,0.107240453,10.87428095,11.94668548,-999,187936.708,1,1,0.19334504,PCALoadCen,13,2.592,44.34898216,44.34898216,0.081,-849109.324,-1791897.13,451
4364,35231,0.107721455,10.69194378,11.76915833,-999,183960.1685,1,1,0.192481548,PCALoadCen,13,1.8144,43.33507611,43.33507611,0.0567,-849109.324,-1794777.13,451
4365,35231,0.108196266,10.51879922,11.60076188,-999,180185.0208,1,1,0.191634849,PCALoadCen,13,3.1104,42.37251933,42.37251933,0.0972,-849109.324,-1797657.13,451
4366,35231,0.106771447,11.06669612,12.13441059,-999,192101.1503,1,1,0.194193169,PCALoadCen,13,26.1792,45.41079814,45.41079814,0.8181,-849109.324,-1789017.13,451
4367,35231,0.10641519,11.27893492,12.34308682,-999,196440.6284,1,1,0.194843173,PCALoadCen,13,12.4416,46.51724335,46.51724335,0.3888,-849109.324,-1786137.13,451
4368,35231,0.106569767,11.55403624,12.61973391,-999,200939.3816,1,1,0.194559887,PCALoadCen,13,16.848,47.66429924,47.66429924,0.5265,-849109.324,-1783257.13,451
4369,35231,0.106643535,11.82953258,12.89596793,-999,205588.2513,1,1,0.194425255,PCALoadCen,13,24.1056,48.84963061,48.84963061,0.7533,-849109.324,-1780377.13,451
4370,35231,0.10705059,12.15128577,13.22179167,-999,210377.9658,1,1,0.193686783,PCALoadCen,13,22.032,50.07087349,50.07087349,0.6885,-849109.324,-1777497.13,451
4371,35231,0.107731156,12.51461493,13.59192649,-999,215298.4717,1,1,0.192462191,PCALoadCen,13,38.88,51.32546448,51.32546448,1.215,-849109.324,-1774617.13,451
4372,35231,0.107345507,12.76179709,13.83525216,-999,220340.4123,1,1,0.193154261,PCALoadCen,13,28.7712,52.61101792,52.61101792,0.8991,-849109.324,-1771737.13,451
4373,35231,0.107615337,13.09305982,14.16921319,-999,225495.103,1,1,0.192671701,PCALoadCen,13,5.184,53.92531949,53.92531949,0.162,-849109.324,-1768857.13,451
4374,35231,0.107784115,13.41945079,14.49729194,-999,230754.5,1,1,0.192370027,PCALoadCen,13,2.592,55.26631821,55.26631821,0.081,-849109.324,-1765977.13,451
4375,35231,0.106513344,13.56903798,14.63417141,-999,236111.1653,1,1,0.1946657,PCALoadCen,13,13.7376,56.63211762,56.63211762,0.4293,-849109.324,-1763097.13,451
4376,35231,0.107772537,14.04620723,15.1239326,-999,241558.23,1,1,0.192390993,PCALoadCen,13,259.9776,58.02096635,58.02096635,8.1243,-849109.324,-1760217.13,451
4377,35231,0.107696019,14.35781899,15.43477918,-999,247089.3566,1,1,0.192525178,PCALoadCen,13,265.4208,59.43124849,59.43124849,8.2944,-849109.324,-1757337.13,451
4378,35231,0.107496485,14.65653682,15.73150167,-999,252698.7014,1,1,0.192882851,PCALoadCen,13,265.1616,60.8614741,60.8614741,8.2863,-849109.324,-1754457.13,451
4379,35231,0.107255891,14.95259903,16.02515794,-999,258380.8785,1,1,0.193315044,PCALoadCen,13,264.6432,62.31026988,62.31026988,8.2701,-849109.324,-1751577.13,451
4380,35231,0.107083954,15.26085082,16.33169035,-999,264130.9243,1,1,0.193625465,PCALoadCen,13,265.1616,63.7763703,63.7763703,8.2863,-849109.324,-1748697.13,451
4381,35231,0.107103705,15.59960813,16.67064518,-999,269944.2647,1,1,0.193589762,PCALoadCen,13,264.6432,65.25860905,65.25860905,8.2701,-849109.324,-1745817.13,451
4382,35231,0.107057467,15.93207418,17.00264885,-999,275816.6835,1,1,0.193673491,PCALoadCen,13,247.7952,66.75591115,66.75591115,7.7436,-849109.324,-1742937.13,451
4383,35231,0.106977522,16.26233427,17.33210949,-999,281744.2936,1,1,0.193818048,PCALoadCen,13,256.0896,68.26728546,68.26728546,8.0028,-849109.324,-1740057.13,451
4384,35231,0.107002281,16.61130112,17.68132393,-999,287723.5092,1,1,0.19377318,PCALoadCen,13,167.4432,69.79181775,69.79181775,5.2326,-849109.324,-1737177.13,451
4385,35231,0.10646455,17.22273186,18.28737736,-999,299823.7752,1,1,0.194753826,PCALoadCen,13,4.4064,72.87704619,72.87704619,0.1377,-849109.324,-1731417.13,451
4386,35231,0.106761999,16.92115289,17.98877288,-999,293751.0216,1,1,0.194209918,PCALoadCen,13,64.8,71.32866435,71.32866435,2.025,-849109.324,-1734297.13,451
4387,35231,0.106033809,17.50297349,18.56331159,-999,305938.9468,1,1,0.195544183,PCALoadCen,13,23.5872,74.43624344,74.43624344,0.7371,-849109.324,-1728537.13,451
4388,35231,0.106386587,17.91450846,18.97837433,-999,312093.9259,1,1,0.194895759,PCALoadCen,13,75.4272,76.00559049,76.00559049,2.3571,-849109.324,-1725657.13,451
4389,35231,0.107181251,18.76649419,19.8383067,-999,324513.8227,1,1,0.193451464,PCALoadCen,13,221.3568,79.17231583,79.17231583,6.9174,-849109.324,-1719897.13,451
4390,35231,0.107005186,18.37605387,19.44610574,-999,318286.2969,1,1,0.193770498,PCALoadCen,13,58.0608,77.58447141,77.58447141,1.8144,-849109.324,-1722777.13,451
4391,37648,0.107221633,18.9622519,20.03446823,-999,327774.4848,1,1,0.193378061,PCALoadCen,13,36.288,80.00369322,80.00369322,1.134,-849109.324,-1717017.13,451
4392,37648,0.107099183,22.10010385,23.17109568,-999,382449.1067,1,1,0.193598196,PCALoadCen,13,49.5072,93.94418834,93.94418834,1.5471,-849109.324,-1593177.13,406
4393,37648,0.106886357,22.29237082,23.36123439,-999,386544.8607,1,1,0.193983868,PCALoadCen,13,24.8832,94.98849075,94.98849075,0.7776,-849109.324,-1590297.13,406
4394,37648,0.107082069,23.85194963,24.92277032,-999,412830.7846,1,1,0.193628892,PCALoadCen,13,168.7392,101.6906641,101.6906641,5.2731,-849109.324,-1573017.13,406
4395,37648,0.107120998,24.12881309,25.20002307,-999,417470.8302,1,1,0.193558455,PCALoadCen,13,265.1616,102.8737456,102.8737456,8.2863,-849109.324,-1570137.13,406
4396,37648,0.107151352,24.68381412,25.75532764,-999,426952.4286,1,1,0.193503663,PCALoadCen,13,265.4208,105.2912873,105.2912873,8.2944,-849109.324,-1564377.13,406
4397,37648,0.107196763,24.41817301,25.49014064,-999,422178.8195,1,1,0.193421721,PCALoadCen,13,265.4208,104.0741508,104.0741508,8.2944,-849109.324,-1567257.13,406
4398,37648,0.107053198,24.94057131,26.01110329,-999,431789.4084,1,1,0.19368124,PCALoadCen,13,264.6432,106.5245814,106.5245814,8.2701,-849109.324,-1561497.13,406
4399,37648,0.106897376,25.1867949,26.25576866,-999,436687.5833,1,1,0.193963453,PCALoadCen,13,263.088,107.7734786,107.7734786,8.2215,-849109.324,-1558617.13,406
4400,37648,0.106676251,25.42002602,26.48678853,-999,441644.8505,1,1,0.194365487,PCALoadCen,13,263.3472,109.0374428,109.0374428,8.2296,-849109.324,-1555737.13,406
4401,37648,0.106980994,25.782014,26.85182394,-999,446659.1788,1,1,0.193812326,PCALoadCen,13,263.3472,110.3159558,110.3159558,8.2296,-849109.324,-1552857.13,406
4402,37648,0.107050821,26.09168642,27.16219463,-999,451728.6074,1,1,0.193685636,PCALoadCen,13,258.1632,111.6085179,111.6085179,8.0676,-849109.324,-1549977.13,406
4403,37648,0.10721992,26.42914342,27.50134261,-999,456851.2439,1,1,0.193380952,PCALoadCen,13,201.6576,112.9146466,112.9146466,6.3018,-849109.324,-1547097.13,406
4404,37648,0.107858084,26.8876673,27.96624814,-999,462025.2633,1,1,0.192235932,PCALoadCen,13,50.544,114.2338764,114.2338764,1.5795,-849109.324,-1544217.13,406
4405,37648,0.107243769,27.03670915,28.10914684,-999,467248.9059,1,1,0.193337649,PCALoadCen,13,106.7904,115.5657588,115.5657588,3.3372,-849109.324,-1541337.13,406
4406,37648,0.107222274,27.33636651,28.40858925,-999,472520.4757,1,1,0.193375662,PCALoadCen,13,172.8864,116.9098612,116.9098612,5.4027,-849109.324,-1538457.13,406
4407,37648,0.107180491,27.63324006,28.70504497,-999,477838.3386,1,1,0.193451077,PCALoadCen,13,265.1616,118.2657671,118.2657671,8.2863,-849109.324,-1535577.13,406
4408,37648,0.107157841,28.25000463,29.32158304,-999,488606.7059,1,1,0.193491936,PCALoadCen,13,265.4208,121.0113988,121.0113988,8.2944,-849109.324,-1529817.13,406
